entrez_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome
23071,A_23_P380092,22826,ERP44,endoplasmic reticulum protein 44,23071.0,9
23072,A_23_P319027,22827,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",23072.0,7
23074,A_23_P319808,22829,UHRF1BP1L,UHRF1 binding protein 1-like,23074.0,12
23075,CUST_1959_PI416261804,22830,SWAP70,SWAP switching B-cell complex 70kDa subunit,23075.0,11
23076,A_24_P944040,22831,RRP1B,ribosomal RNA processing 1 homolog B (S. cerevisiae),23076.0,21
23077,A_23_P151459,22832,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase",23077.0,13
23078,A_24_P109351,22833,KIAA0564,KIAA0564,23078.0,13
23080,A_23_P122947,22835,AVL9,AVL9 homolog (S. cerevisiase),23080.0,7
23081,A_23_P112201,22836,KDM4C,lysine (K)-specific demethylase 4C,23081.0,9
23082,A_23_P127079,22837,PPRC1,"peroxisome proliferator-activated receptor gamma, coactivator-related 1",23082.0,10
23085,A_23_P258377,22840,ERC1,ELKS/RAB6-interacting/CAST family member 1,23085.0,12
23086,A_23_P403335,22841,EXPH5,exophilin 5,23086.0,11
23087,A_24_P12651,22842,TRIM35,tripartite motif containing 35,23087.0,8
23089,A_23_P82503,22844,PEG10,paternally expressed 10,23089.0,7
23090,CUST_15189_PI416261804,22845,ZNF423,zinc finger protein 423,23090.0,16
23091,A_24_P75376,22846,ZC3H13,zinc finger CCCH-type containing 13,23091.0,13
23092,A_24_P28165,22847,ARHGAP26,Rho GTPase activating protein 26,23092.0,5
23093,A_24_P321752,22848,TTLL5,"tubulin tyrosine ligase-like family, member 5",23093.0,14
23094,A_24_P202555,22849,SIPA1L3,signal-induced proliferation-associated 1 like 3,23094.0,19
23095,A_23_P201287,22850,KIF1B,kinesin family member 1B,23095.0,1
23096,A_32_P159445,22851,IQSEC2,IQ motif and Sec7 domain 2,23096.0,X
23097,A_24_P343289,22852,CDC2L6,cyclin-dependent kinase 19,23097.0,6
23098,A_24_P267293,22853,SARM1,sterile alpha and TIR motif containing 1,23098.0,17
23099,A_23_P135315,22854,ZBTB43,zinc finger and BTB domain containing 43,23099.0,9
23101,A_23_P432444,22856,MCF2L2,MCF.2 cell line derived transforming sequence-like 2,23101.0,3
23102,A_23_P396666,22857,TBC1D2B,"TBC1 domain family, member 2B",23102.0,15
23105,A_24_P266131,22860,FSTL4,follistatin-like 4,23105.0,5
23107,A_23_P133332,22862,MRPS27,mitochondrial ribosomal protein S27,23107.0,5
23108,A_24_P911927,22863,GARNL4,RAP1 GTPase activating protein 2,23108.0,17
23109,A_23_P2317,22864,DDN,dendrin,23109.0,12
23111,A_23_P392541,22866,SPG20,spastic paraplegia 20 (Troyer syndrome),23111.0,13
23112,A_23_P6490,22867,TNRC6B,trinucleotide repeat containing 6B,23112.0,22
23113,A_23_P311740,22868,CUL9,cullin 9,23113.0,6
23114,A_24_P350656,22869,NFASC,neurofascin,23114.0,1
23116,CUST_7199_PI416261804,22871,FAM179B,"family with sequence similarity 179, member B",23116.0,14
23118,A_23_P19702,22873,MAP3K7IP2,TGF-beta activated kinase 1/MAP3K7 binding protein 2,23118.0,6
23119,CUST_7311_PI416261804,22874,HIC2,hypermethylated in cancer 2,23119.0,22
23120,CUST_7972_PI416261804,22875,ATP10B,"ATPase, class V, type 10B",23120.0,5
23122,A_23_P44295,22877,CLASP2,cytoplasmic linker associated protein 2,23122.0,3
23125,A_23_P365189,22880,CAMTA2,calmodulin binding transcription activator 2,23125.0,17
23126,A_23_P63219,22881,POGZ,pogo transposable element with ZNF domain,23126.0,1
23127,A_24_P62505,22882,GLT25D2,glycosyltransferase 25 domain containing 2,23127.0,1
23129,A_24_P376391,22884,PLXND1,plexin D1,23129.0,3
23130,A_23_P361820,22885,ATG2A,autophagy related 2A,23130.0,11
23131,CUST_1807_PI416261804,22886,GPATCH8,G patch domain containing 8,23131.0,17
23132,A_23_P18205,22887,RAD54L2,RAD54-like 2 (S. cerevisiae),23132.0,3
23133,A_24_P942253,22888,PHF8,PHD finger protein 8,23133.0,X
23135,CUST_1310_PI416379584,22890,KDM6B,lysine (K)-specific demethylase 6B,23135.0,17
23136,A_23_P4536,22891,EPB41L3,erythrocyte membrane protein band 4.1-like 3,23136.0,18
23137,A_23_P349615,22892,SMC5,structural maintenance of chromosomes 5,23137.0,9
23138,A_23_P58747,22893,AC136632.1,NEDD4 binding protein 3,23138.0,5
23139,A_23_P126008,22894,MAST2,microtubule associated serine/threonine kinase 2,23139.0,1
23140,A_24_P282108,22895,ZZEF1,"zinc finger, ZZ-type with EF-hand domain 1",23140.0,17
23141,CUST_10143_PI416261804,22896,ANKLE2,ankyrin repeat and LEM domain containing 2,23141.0,12
23142,A_32_P43812,22897,DCUN1D4,"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)",23142.0,4
23143,A_24_P347418,22898,LRCH1,leucine-rich repeats and calponin homology (CH) domain containing 1,23143.0,13
23144,A_23_P9036,22899,ZC3H3,zinc finger CCCH-type containing 3,23144.0,8
23145,CUST_5886_PI416261804,22900,SSPO,SCO-spondin homolog (Bos taurus),23145.0,7
23148,A_24_P686992,22903,NACAD,NAC alpha domain containing,23148.0,7
23149,A_32_P459533,22904,FCHO1,FCH domain only 1,23149.0,19
23150,A_23_P148175,22905,FRMD4B,FERM domain containing 4B,23150.0,3
23151,A_24_P23258,22906,GRAMD4,GRAM domain containing 4,23151.0,22
23152,A_23_P55731,22907,CIC,capicua homolog (Drosophila),23152.0,19
23154,A_23_P97736,22909,NCDN,neurochondrin,23154.0,1
23155,A_23_P74809,22910,CLCC1,chloride channel CLIC-like 1,23155.0,1
23157,CUST_10132_PI416261804,22912,SEPT6,septin 6,23157.0,X
23158,A_23_P41487,22913,TBC1D9,"TBC1 domain family, member 9 (with GRAM domain)",23158.0,4
23160,CUST_4972_PI416261804,22915,WDR43,WD repeat domain 43,23160.0,2
23161,A_24_P200848,22916,SNX13,sorting nexin 13,23161.0,7
23162,A_23_P329727,22917,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,23162.0,16
23163,A_23_P38181,22918,GGA3,"golgi-associated, gamma adaptin ear containing, ARF binding protein 3",23163.0,17
23164,A_23_P15348,22919,MPRIP,myosin phosphatase Rho interacting protein,23164.0,17
23165,A_32_P51084,22920,NUP205,nucleoporin 205kDa,23165.0,7
23166,A_23_P32500,22921,STAB1,stabilin 1,23166.0,3
23167,CUST_470_PI416379584,22922,EFR3A,EFR3 homolog A (S. cerevisiae),23167.0,8
23168,A_24_P390403,22923,RTF1,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",23168.0,15
23169,A_24_P208091,22924,SLC35D1,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1",23169.0,1
23170,A_23_P143748,22925,TTLL12,"tubulin tyrosine ligase-like family, member 12",23170.0,22
23171,A_23_P318284,22926,GPD1L,glycerol-3-phosphate dehydrogenase 1-like,23171.0,3
23172,CUST_5995_PI416261804,22927,FAM175B,"family with sequence similarity 175, member B",23172.0,10
23173,A_23_P155907,22928,METAP1,methionyl aminopeptidase 1,23173.0,4
23174,A_23_P100420,22929,ZCCHC14,"zinc finger, CCHC domain containing 14",23174.0,16
23175,A_32_P52609,22930,LPIN1,lipin 1,23175.0,2
23176,A_23_P144807,22931,SEPT8,septin 8,23176.0,5
23177,A_23_P210323,22932,CEP68,centrosomal protein 68kDa,23177.0,2
23178,A_24_P299911,22933,PASK,PAS domain containing serine/threonine kinase,23178.0,2
23179,A_23_P115417,22934,RGL1,ral guanine nucleotide dissociation stimulator-like 1,23179.0,1
23180,A_23_P315571,22935,RFTN1,"raftlin, lipid raft linker 1",23180.0,3
23181,A_24_P7179,22936,DIP2A,DIP2 disco-interacting protein 2 homolog A (Drosophila),23181.0,21
23184,CUST_7379_PI416261804,22939,MESDC2,mesoderm development candidate 2,23184.0,15
23185,A_23_P405942,22940,LARP4B,"La ribonucleoprotein domain family, member 4B",23185.0,10
23186,A_24_P330366,22941,RCOR1,REST corepressor 1,23186.0,14
23187,A_23_P24555,22942,PHLDB1,"pleckstrin homology-like domain, family B, member 1",23187.0,11
23189,A_23_P500130,22944,KANK1,KN motif and ankyrin repeat domains 1,23189.0,9
23190,A_24_P200080,22945,UBXN4,UBX domain protein 4,23190.0,2
23191,A_23_P140648,22946,CYFIP1,cytoplasmic FMR1 interacting protein 1,23191.0,15
23192,A_24_P182764,22947,ATG4B,"autophagy related 4B, cysteine peptidase",23192.0,2
23193,A_23_P203406,22948,GANAB,"glucosidase, alpha; neutral AB",23193.0,11
23194,A_23_P144827,22949,FBXL7,F-box and leucine-rich repeat protein 7,23194.0,5
23195,A_23_P365060,22950,MDN1,"MDN1, midasin homolog (yeast)",23195.0,6
23196,A_23_P32294,22951,FAM120A,family with sequence similarity 120A,23196.0,9
23197,A_24_P294719,22952,FAF2,Fas associated factor family member 2,23197.0,5
23198,CUST_1184_PI416261804,22953,PSME4,"proteasome (prosome, macropain) activator subunit 4",23198.0,2
23199,A_23_P152420,22954,KIAA0182,KIAA0182,23199.0,16
23200,A_24_P340428,22955,ATP11B,"ATPase, class VI, type 11B",23200.0,3
23201,CUST_615_PI416573500,22956,FAM168A,"family with sequence similarity 168, member A",23201.0,11
23203,A_23_P32125,22958,PMPCA,peptidase (mitochondrial processing) alpha,23203.0,9
23204,A_24_P356218,22959,ARL6IP1,ADP-ribosylation factor-like 6 interacting protein 1,23204.0,16
23205,A_23_P54488,22960,ACSBG1,acyl-CoA synthetase bubblegum family member 1,23205.0,15
23207,CUST_9628_PI416261804,22962,PLEKHM2,"pleckstrin homology domain containing, family M (with RUN domain) member 2",23207.0,1
23208,A_23_P12018,22963,SYT11,synaptotagmin XI,23208.0,1
23209,A_23_P211680,22964,MLC1,megalencephalic leukoencephalopathy with subcortical cysts 1,23209.0,22
23210,CUST_6262_PI416261804,22965,JMJD6,jumonji domain containing 6,23210.0,17
23211,A_24_P220618,22966,ZC3H4,zinc finger CCCH-type containing 4,23211.0,19
23212,A_23_P146187,22967,RRS1,RRS1 ribosome biogenesis regulator homolog (S. cerevisiae),23212.0,8
23213,A_23_P43164,22968,SULF1,sulfatase 1,23213.0,8
23214,A_23_P206822,22969,XPO6,exportin 6,23214.0,16
23215,A_24_P247699,22970,BAT2D1,proline-rich coiled-coil 2C,23215.0,1
23216,A_24_P943613,22971,TBC1D1,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",23216.0,4
23217,A_32_P55462,22972,ZFR2,zinc finger RNA binding protein 2,23217.0,19
23218,A_23_P409168,22973,NBEAL2,neurobeachin-like 2,23218.0,3
23219,A_24_P310756,22974,FBXO28,F-box protein 28,23219.0,1
23220,A_24_P158718,22975,DTX4,deltex homolog 4 (Drosophila),23220.0,11
23221,CUST_16616_PI416261804,22976,RHOBTB2,Rho-related BTB domain containing 2,23221.0,8
23223,A_23_P24192,22978,RRP12,ribosomal RNA processing 12 homolog (S. cerevisiae),23223.0,10
23224,A_23_P140277,22979,SYNE2,"spectrin repeat containing, nuclear envelope 2",23224.0,14
23225,A_23_P212159,22980,NUP210,nucleoporin 210kDa,23225.0,3
23228,A_23_P80594,22983,PLCL2,phospholipase C-like 2,23228.0,3
23229,A_24_P254551,22984,ARHGEF9,Cdc42 guanine nucleotide exchange factor (GEF) 9,23229.0,X
23230,A_23_P9472,22985,VPS13A,vacuolar protein sorting 13 homolog A (S. cerevisiae),23230.0,9
23231,A_23_P426021,22986,AC092436.3,sel-1 suppressor of lin-12-like 3 (C. elegans),23231.0,4
23232,A_23_P24215,22987,TBC1D12,"TBC1 domain family, member 12",23232.0,10
23233,A_32_P16258,22988,EXOC6B,exocyst complex component 6B,23233.0,2
23234,A_23_P104372,22989,DNAJC9,"DnaJ (Hsp40) homolog, subfamily C, member 9",23234.0,10
23235,A_23_P138957,22990,SIK2,salt-inducible kinase 2,23235.0,11
23236,A_23_P6099,22991,PLCB1,"phospholipase C, beta 1 (phosphoinositide-specific)",23236.0,20
23237,A_23_P365738,22992,ARC,activity-regulated cytoskeleton-associated protein,23237.0,8
23239,A_23_P89762,22994,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,23239.0,18
23240,A_23_P257250,22995,KIAA0922,KIAA0922,23240.0,4
23241,A_24_P393372,22996,PACS2,phosphofurin acidic cluster sorting protein 2,23241.0,14
23242,A_23_P313623,22997,COBL,cordon-bleu homolog (mouse),23242.0,7
23243,A_24_P217365,22998,ANKRD28,ankyrin repeat domain 28,23243.0,3
23244,A_23_P144294,22999,PDS5A,"PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)",23244.0,4
23245,A_23_P357936,23000,ASTN2,astrotactin 2,23245.0,9
23247,A_32_P162746,23002,KIAA0556,KIAA0556,23247.0,16
23248,A_23_P60657,23003,RPRD2,regulation of nuclear pre-mRNA domain containing 2,23248.0,1
23250,A_24_P161973,23005,ATP11A,"ATPase, class VI, type 11A",23250.0,13
23251,CUST_942_PI416379584,23006,KIAA1024,KIAA1024,23251.0,15
23252,A_24_P941188,23007,OTUD3,OTU domain containing 3,23252.0,1
23253,A_24_P25252,23008,ANKRD12,ankyrin repeat domain 12,23253.0,18
23254,A_24_P246573,23009,RP1-21O18.1,"kazrin, periplakin interacting protein",23254.0,1
23255,A_23_P360605,23010,KIAA0802,SOGA family member 2,23255.0,18
23256,CUST_10487_PI416261804,23011,SCFD1,sec1 family domain containing 1,23256.0,14
23258,A_23_P321201,23013,DENND5A,DENN/MADD domain containing 5A,23258.0,11
23259,A_23_P401238,23014,DDHD2,DDHD domain containing 2,23259.0,8
23261,A_23_P138117,23016,CAMTA1,calmodulin binding transcription activator 1,23261.0,1
23262,CUST_9368_PI416261804,23017,HISPPD1,diphosphoinositol pentakisphosphate kinase 2,23262.0,5
23263,A_23_P88099,23018,MCF2L,MCF.2 cell line derived transforming sequence-like,23263.0,13
23264,CUST_8936_PI416261804,23019,ZC3H7B,zinc finger CCCH-type containing 7B,23264.0,22
23265,A_23_P89159,23020,EXOC7,exocyst complex component 7,23265.0,17
23266,A_23_P74042,23021,LPHN2,latrophilin 2,23266.0,1
23268,A_23_P328206,23023,DNMBP,dynamin binding protein,23268.0,10
23269,A_24_P484894,23024,MGA,MAX gene associated,23269.0,15
23270,A_23_P110882,23025,TSPYL5,TSPY-like 4,23270.0,6
23271,CUST_235_PI416261804,23026,CAMSAP1L1,"calmodulin regulated spectrin-associated protein family, member 2",23271.0,1
23272,A_23_P6651,23027,C3orf63,"family with sequence similarity 208, member A",23272.0,3
23274,A_32_P194246,23029,CLEC16A,"C-type lectin domain family 16, member A",23274.0,16
23275,A_24_P14595,23030,POFUT2,protein O-fucosyltransferase 2,23275.0,21
23276,A_24_P916686,23031,KLHL18,kelch-like 18 (Drosophila),23276.0,3
23277,A_24_P61753,23032,KIAA0664,KIAA0664,23277.0,17
23279,A_23_P43726,23034,NUP160,nucleoporin 160kDa,23279.0,11
23281,A_23_P334308,23036,MTUS2,microtubule associated tumor suppressor candidate 2,23281.0,13
23283,A_24_P941051,23038,CSTF2T,"cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant",23283.0,10
23284,A_23_P10980,23039,LPHN3,latrophilin 3,23284.0,4
23285,A_24_P916256,23040,KIAA1107,KIAA1107,23285.0,1
23286,A_23_P81392,23041,WWC1,WW and C2 domain containing 1,23286.0,5
23287,A_23_P169278,23042,AGTPBP1,ATP/GTP binding protein 1,23287.0,9
23288,A_23_P19852,23043,IQCE,IQ motif containing E,23288.0,7
23291,A_23_P214046,23046,FBXW11,F-box and WD repeat domain containing 11,23291.0,5
23293,A_23_P4014,23048,SMG6,"smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)",23293.0,17
23294,A_23_P156748,23049,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,23294.0,6
23295,A_23_P355824,23050,MGRN1,"mahogunin ring finger 1, E3 ubiquitin protein ligase",23295.0,16
23299,A_24_P419120,23054,BICD2,bicaudal D homolog 2 (Drosophila),23299.0,9
23300,A_24_P167984,23055,ATMIN,ATM interactor,23300.0,16
23301,A_24_P194886,23056,EHBP1,EH domain binding protein 1,23301.0,2
23302,A_24_P942493,23057,WSCD1,WSC domain containing 1,23302.0,17
23303,A_23_P147388,23058,KIF13B,kinesin family member 13B,23303.0,8
23304,A_23_P362637,23059,UBR2,ubiquitin protein ligase E3 component n-recognin 2,23304.0,6
23305,CUST_16291_PI416261804,23060,ACSL6,acyl-CoA synthetase long-chain family member 6,23305.0,5
23306,A_24_P126628,23061,TMEM194A,transmembrane protein 194A,23306.0,12
23307,CUST_803_PI416261804,23062,FKBP15,"FK506 binding protein 15, 133kDa",23307.0,9
23308,A_23_P6272,23063,ICOSLG,inducible T-cell co-stimulator ligand,23308.0,21
23309,CUST_970_PI416379584,23064,SIN3B,SIN3 transcription regulator homolog B (yeast),23309.0,19
23310,A_32_P71447,23065,NCAPD3,"non-SMC condensin II complex, subunit D3",23310.0,11
23312,CUST_13585_PI416261804,23067,DMXL2,Dmx-like 2,23312.0,15
23313,A_32_P88479,23068,C22orf9,KIAA0930,23313.0,22
23314,A_32_P174365,23069,SATB2,SATB homeobox 2,23314.0,2
23315,A_24_P58054,23070,SLC9A8,"solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8",23315.0,20
23316,A_23_P2543,23071,CUX2,cut-like homeobox 2,23316.0,12
23317,A_23_P166910,23072,DNAJC13,"DnaJ (Hsp40) homolog, subfamily C, member 13",23317.0,3
23318,A_23_P34433,23073,ZCCHC11,"zinc finger, CCHC domain containing 11",23318.0,1
23321,A_23_P213141,23076,TRIM2,tripartite motif containing 2,23321.0,4
23322,A_23_P388489,23077,RPGRIP1L,RPGRIP1-like,23322.0,16
23324,A_23_P250379,23079,MAN2B2,"mannosidase, alpha, class 2B, member 2",23324.0,4
23325,A_32_P153725,23080,KIAA1033,KIAA1033,23325.0,12
23326,A_23_P422540,23081,USP22,ubiquitin specific peptidase 22,23326.0,17
23327,A_24_P108311,23082,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",23327.0,18
23328,A_23_P93442,23083,SASH1,SAM and SH3 domain containing 1,23328.0,6
23329,CUST_3698_PI416261804,23084,TBC1D30,"TBC1 domain family, member 30",23329.0,12
23331,A_23_P29185,23086,TTC28,tetratricopeptide repeat domain 28,23331.0,22
23332,A_23_P311232,23087,CLASP1,cytoplasmic linker associated protein 1,23332.0,2
23333,CUST_3200_PI416261804,23088,DPY19L1,dpy-19-like 1 (C. elegans),23333.0,7
23334,A_23_P200976,23089,KIAA0467,seizure threshold 2 homolog (mouse),23334.0,1
23335,A_23_P164528,23090,WDR7,WD repeat domain 7,23335.0,18
23336,CUST_7005_PI416261804,23091,SYNM,"synemin, intermediate filament protein",23336.0,15
23338,A_23_P156198,23093,PHF15,PHD finger protein 15,23338.0,5
23339,A_23_P100103,23094,VPS39,vacuolar protein sorting 39 homolog (S. cerevisiae),23339.0,15
23341,A_23_P358009,23096,DNAJC16,"DnaJ (Hsp40) homolog, subfamily C, member 16",23341.0,1
23344,A_23_P150852,23099,ESYT1,extended synaptotagmin-like protein 1,23344.0,12
23345,A_23_P500861,23100,SYNE1,"spectrin repeat containing, nuclear envelope 1",23345.0,6
23347,A_24_P400997,23102,AP001011.3,structural maintenance of chromosomes flexible hinge domain containing 1,23347.0,18
23348,A_23_P162766,23103,DOCK9,dedicator of cytokinesis 9,23348.0,13
23349,A_23_P319232,23104,KIAA1045,KIAA1045,23349.0,9
23350,A_24_P323932,23105,SR140,U2 snRNP-associated SURP domain containing,23350.0,3
23351,A_24_P170763,23106,KIAA0323,KH and NYN domain containing,23351.0,14
23352,A_23_P86164,23107,UBR4,ubiquitin protein ligase E3 component n-recognin 4,23352.0,1
23353,A_23_P169838,23108,UNC84A,Sad1 and UNC84 domain containing 1,23353.0,7
23354,CUST_14930_PI416261804,23109,HAUS5,"HAUS augmin-like complex, subunit 5",23354.0,19
23355,A_24_P357709,23110,VPS8,vacuolar protein sorting 8 homolog (S. cerevisiae),23355.0,3
23357,A_23_P363406,23112,ANGEL1,angel homolog 1 (Drosophila),23357.0,14
23358,A_32_P153889,23113,USP24,ubiquitin specific peptidase 24,23358.0,1
23359,A_32_P143000,23114,FAM189A1,"family with sequence similarity 189, member A1",23359.0,15
23360,CUST_7594_PI416261804,23115,FNBP4,formin binding protein 4,23360.0,11
23361,A_23_P163816,23116,ZNF629,zinc finger protein 629,23361.0,16
23362,A_23_P216167,23117,PSD3,pleckstrin and Sec7 domain containing 3,23362.0,8
23363,A_23_P335695,23118,OBSL1,obscurin-like 1,23363.0,2
23365,A_23_P127642,23120,ARHGEF12,Rho guanine nucleotide exchange factor (GEF) 12,23365.0,11
23366,CUST_8588_PI416261804,23121,KIAA0895,KIAA0895,23366.0,7
23367,A_23_P156319,23122,LARP1,"La ribonucleoprotein domain family, member 1",23367.0,5
23368,A_23_P205273,23123,PPP1R13B,"protein phosphatase 1, regulatory subunit 13B",23368.0,14
23369,A_24_P71439,23124,PUM2,pumilio homolog 2 (Drosophila),23369.0,2
23370,A_23_P50357,23125,ARHGEF18,Rho/Rac guanine nucleotide exchange factor (GEF) 18,23370.0,19
23371,A_23_P151297,23126,TENC1,tensin like C1 domain containing phosphatase (tensin 2),23371.0,12
23373,A_23_P50773,23128,CRTC1,CREB regulated transcription coactivator 1,23373.0,19
23376,A_23_P30956,23131,KIAA0776,UFM1-specific ligase 1,23376.0,6
23378,A_23_P356565,23133,RRP8,"ribosomal RNA processing 8, methyltransferase, homolog (yeast)",23378.0,11
23379,A_32_P35800,23134,KIAA0947,KIAA0947,23379.0,5
23380,A_23_P200829,23135,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2,23380.0,1
23381,A_23_P322043,23136,SMG5,"smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)",23381.0,1
23382,A_24_P72518,23137,AHCYL2,adenosylhomocysteinase-like 2,23382.0,7
23383,A_32_P8361,23138,KIAA0892,MAU2 chromatid cohesion factor homolog (C. elegans),23383.0,19
23384,A_32_P203515,23139,CYTSA,sperm antigen with calponin homology and coiled-coil domains 1-like,23384.0,22
23385,A_23_P34402,23140,NCSTN,nicastrin,23385.0,1
23386,A_23_P31477,23141,NUDCD3,NudC domain containing 3,23386.0,7
23387,A_24_P329924,23142,AP006216.1,SIK family kinase 3,23387.0,11
23389,A_23_P47991,23144,MED13L,mediator complex subunit 13-like,23389.0,12
